,q_year,q_status,cod_year,type_clean,mw1,region,ix_voltage,diff_months_ia,diff_months_cod
0,2000.0,operational,2009.0,Gas,590.0,CAISO,230,,107.10692211339043
1,2000.0,operational,2013.0,Gas,850.0,CAISO,230,,155.567876137087
2,2000.0,operational,2005.0,Gas,521.0,CAISO,230,,62.19429557075094
3,2000.0,withdrawn,2003.0,Gas,900.0,CAISO,0,,34.66190270847451
4,2000.0,withdrawn,2008.0,Gas,1156.0,CAISO,230,,93.27501591408448
5,2000.0,operational,2013.0,Gas,570.0,CAISO,220,,153.10375983079734
6,2000.0,withdrawn,2004.0,Gas,750.0,CAISO,0,,42.087106511427336
7,2000.0,withdrawn,2008.0,Gas,1200.0,CAISO,0,,84.99558512495123
8,2001.0,withdrawn,2009.0,Gas,620.0,CAISO,230,,92.02653031889771
9,2002.0,withdrawn,2004.0,Wind,63.0,CAISO,0,,25.29826074457381
10,2002.0,operational,2006.0,Wind,150.0,CAISO,230,,39.42586090063451
11,2003.0,operational,2012.0,Hydro,40.0,CAISO,69,,115.74775662744615
12,2003.0,operational,2009.0,Gas,65.0,CAISO,0,,80.82301484630075
13,2003.0,withdrawn,2004.0,Wind,50.0,CAISO,0,,19.48294626173022
14,2003.0,withdrawn,2006.0,Wind,56.0,CAISO,115,,38.70305345078955
15,2003.0,withdrawn,2006.0,Solar,520.0,CAISO,500,,33.51198176553933
16,2003.0,withdrawn,2005.0,Wind,200.0,CAISO,0,,32.559190127107335
17,2003.0,operational,2005.0,Wind,46.0,CAISO,0,,27.433828210024846
18,2003.0,operational,2018.0,Other,189.0,CAISO,220,,182.3446066654346
19,2003.0,operational,2006.0,Wind,38.0,CAISO,0,,38.177375305447754
20,2003.0,operational,2010.0,Wind,38.0,CAISO,230,,85.38984373395758
21,2003.0,operational,2005.0,Gas,72.0,CAISO,127,,22.242756524774634
22,2004.0,operational,2009.0,Wind,150.0,CAISO,0,,59.894453684880595
23,2004.0,withdrawn,2005.0,Wind,117.0,CAISO,0,,16.000328548840837
24,2004.0,withdrawn,2006.0,Wind,36.0,CAISO,0,,25.59395470132857
25,2004.0,withdrawn,2010.0,Gas,650.0,CAISO,69,,70.27659705538102
26,2004.0,withdrawn,2006.0,Gas,145.0,CAISO,115,,33.18343292470071
27,2004.0,withdrawn,2006.0,Wind,201.0,CAISO,230,,32.099221749933264
28,2004.0,withdrawn,2006.0,Gas,49.0,CAISO,0,,25.166841208238363
29,2004.0,withdrawn,2007.0,Wind,201.0,CAISO,0,,43.66414094745272
30,2004.0,active,2007.0,Wind,63.0,CAISO,138,,39.2615864802152
31,2004.0,operational,2006.0,Geothermal,10.0,CAISO,0,,22.571305365613256
32,2004.0,withdrawn,2007.0,Wind,300.0,CAISO,0,,35.38471015831947
33,2004.0,withdrawn,2006.0,Gas,50.0,CAISO,115,,19.1543974208916
34,2004.0,withdrawn,2006.0,Gas,100.0,CAISO,115,,18.924413232304566
35,2004.0,withdrawn,2007.0,Gas,75.0,CAISO,0,,25.75822912174788
36,2004.0,operational,2010.0,Gas,146.0,CAISO,0,,70.57229101213578
37,2004.0,operational,2012.0,Wind,200.0,CAISO,230,,96.75763362697386
38,2004.0,withdrawn,2007.0,Gas,118.0,CAISO,0,,29.602250559559746
39,2004.0,withdrawn,2006.0,Gas,157.0,CAISO,0,,20.3700281319945
40,2004.0,withdrawn,2007.0,Gas,300.0,CAISO,0,,30.095073820817674
41,2004.0,withdrawn,2008.0,Gas,169.0,CAISO,230,,37.06030924659644
42,2004.0,withdrawn,2008.0,Gas,127.0,CAISO,230,,37.06030924659644
43,2004.0,operational,2013.0,Gas,354.0,CAISO,230,,104.21569231401055
44,2004.0,withdrawn,2006.0,Gas,531.0,CAISO,230,,19.94291463890429
45,2004.0,withdrawn,2008.0,Gas,201.0,CAISO,230,,42.94133349760775
46,2004.0,withdrawn,2008.0,Gas,590.0,CAISO,230,,36.99459947842872
47,2004.0,operational,2010.0,Gas,810.0,CAISO,0,,65.51263886322101
48,2004.0,operational,2006.0,Gas,0.55,CAISO,70,,17.248814144027598
49,2004.0,operational,2009.0,Gas,401.0,CAISO,0,,53.19205733177272
50,2004.0,withdrawn,2008.0,Gas,117.0,CAISO,0,,41.29858929341465
51,2005.0,operational,2009.0,Gas,120.0,CAISO,0,,51.68073266391507
52,2005.0,withdrawn,2007.0,Gas,634.0,CAISO,230,,28.156635659869814
53,2005.0,operational,2010.0,Gas,715.0,CAISO,0,,70.40801659171646
54,2005.0,withdrawn,2007.0,Geothermal,62.0,CAISO,115,,31.44212406825602
55,2005.0,withdrawn,2008.0,Gas,97.0,CAISO,70,,33.15057804061685
56,2005.0,withdrawn,2007.0,Gas,94.0,CAISO,115,,24.082630033470913
57,2005.0,operational,2007.0,Gas,73.0,CAISO,70,,23.918355613051602
58,2005.0,withdrawn,2007.0,Gas,167.0,CAISO,115,,25.561099817244706
59,2005.0,withdrawn,2008.0,Gas,158.0,CAISO,230,,32.460625474855746
60,2005.0,withdrawn,2008.0,Gas,147.0,CAISO,0,,36.107517608164436
61,2005.0,withdrawn,2007.0,Gas,425.0,CAISO,220,,19.877204870736566
62,2005.0,operational,2013.0,Gas,501.0,CAISO,220,,94.49064662518738
63,2005.0,operational,2013.0,Gas,245.0,CAISO,230,,98.99176574467648
64,2005.0,withdrawn,2009.0,Solar,850.0,CAISO,230,,55.689028522146245
65,2005.0,withdrawn,2008.0,Gas,527.0,CAISO,230,,37.815971580525265
66,2005.0,operational,2009.0,Other,13.0,CAISO,60,,45.53686934023286
67,2005.0,withdrawn,2007.0,Gas,591.0,CAISO,230,,20.468592784246084
68,2005.0,active,2008.0,Other Storage,500.0,CAISO,500,,42.349945584098236
69,2005.0,operational,2012.0,Wind,141.0,CAISO,230,,84.7656009363642
70,2005.0,operational,2010.0,Wind,102.0,CAISO,230,,64.23129838395039
71,2005.0,operational,2009.0,Other,11.0,CAISO,115,,46.128257253742376
72,2005.0,operational,2009.0,Other,11.0,CAISO,70,,46.095402369658515
73,2005.0,withdrawn,2007.0,Wind,300.0,CAISO,0,,27.269553789605535
74,2005.0,withdrawn,2009.0,Solar,300.0,CAISO,230,,52.009281504753694
75,2005.0,withdrawn,2008.0,Gas,610.0,CAISO,230,,34.596192940306786
76,2005.0,operational,2007.0,Geothermal,55.0,CAISO,230,,25.561099817244706
77,2005.0,withdrawn,2006.0,Other,6.8,CAISO,60,,3.5811823651409678
78,2005.0,withdrawn,2008.0,Wind,60.0,CAISO,230,,39.49157066880223
79,2005.0,operational,2019.0,Solar,100.0,CAISO,230,,167.2642148709419
80,2005.0,withdrawn,2007.0,Wind,120.0,CAISO,0,,24.082630033470913
81,2006.0,withdrawn,2005.0,Nuclear,28.0,CAISO,0,,-1.8727283927801393
82,2006.0,withdrawn,2011.0,Gas,614.0,CAISO,230,,64.62555699295673
83,2006.0,withdrawn,2009.0,Gas,570.0,CAISO,0,,40.54292695948582
84,2006.0,withdrawn,2007.0,Gas,93.0,CAISO,69,,15.441795519415184
85,2006.0,withdrawn,2009.0,Gas,570.0,CAISO,230,,40.2143781186472
86,2006.0,operational,2021.0,Wind,220.0,CAISO,220,,181.85178340417667
87,2006.0,withdrawn,2011.0,Wind,180.0,CAISO,220,,70.01375798271012
88,2006.0,operational,2012.0,Wind,550.0,CAISO,220,,71.49222776648391
89,2006.0,operational,2011.0,Wind,600.0,CAISO,0,,68.96240169202653
90,2006.0,withdrawn,2013.0,Wind,160.0,CAISO,220,,94.0306782480133
91,2006.0,operational,2005.0,Nuclear,37.0,CAISO,0,,3.0
92,2006.0,operational,2006.0,Gas,45.0,CAISO,0,,3.0
93,2006.0,operational,2012.0,Wind,120.0,CAISO,230,,69.75091891003922
94,2006.0,withdrawn,2008.0,Gas,100.0,CAISO,115,,22.80128955420029
95,2006.0,withdrawn,2008.0,Wind,210.0,CAISO,230,,31.40926918417216
96,2006.0,withdrawn,2008.0,Other,27.0,CAISO,69,,31.015010575165814
97,2006.0,withdrawn,2009.0,Gas,304.0,CAISO,230,,38.93303763937658
98,2006.0,withdrawn,2009.0,Wind,100.0,CAISO,0,,41.889977206924165
99,2006.0,withdrawn,2009.0,Solar,635.0,CAISO,500,,43.20417257027865
100,2006.0,withdrawn,2011.0,Wind,128.0,CAISO,115,,56.70752992874597
101,2006.0,operational,2012.0,Wind,128.0,CAISO,230,,68.83098215569109
102,2006.0,withdrawn,2011.0,Solar,550.0,CAISO,0,,56.47754574015894
103,2006.0,withdrawn,2013.0,Solar,1400.0,CAISO,0,,80.49446600546213
104,2006.0,withdrawn,2009.0,Other,16.0,CAISO,70,,38.177375305447754
105,2006.0,withdrawn,2008.0,Wind,300.0,CAISO,500,,28.12378077578595
106,2006.0,withdrawn,2009.0,Wind,30.0,CAISO,230,,33.11772315653299
107,2006.0,withdrawn,2008.0,Wind,150.0,CAISO,230,,23.655516540380706
108,2006.0,withdrawn,2008.0,Wind,150.0,CAISO,230,,23.655516540380706
109,2006.0,withdrawn,2008.0,Wind,50.0,CAISO,230,,23.655516540380706
110,2006.0,withdrawn,2009.0,Wind,70.0,CAISO,0,,39.36015113246678
111,2006.0,withdrawn,2009.0,Gas,550.0,CAISO,0,,29.17513706646954
112,2006.0,operational,2021.0,Wind,500.0,CAISO,230,,176.59500195075873
113,2006.0,withdrawn,2011.0,Solar,1200.0,CAISO,500,,54.70338199963038
114,2006.0,operational,2009.0,Gas,49.0,CAISO,0,,35.68040411507423
115,2006.0,withdrawn,2009.0,Gas,99.0,CAISO,0,,31.44212406825602
116,2006.0,withdrawn,2009.0,Gas,99.0,CAISO,0,,31.44212406825602
117,2006.0,operational,2019.0,Solar,600.0,CAISO,230,,159.47760734306658
118,2006.0,operational,2014.0,Solar,250.0,CAISO,230,,99.41887923776669
119,2006.0,withdrawn,2011.0,Wind,1500.0,CAISO,220,,64.00131419536335
120,2006.0,withdrawn,2008.0,Other,27.0,CAISO,115,,22.998418858703463
121,2006.0,withdrawn,2010.0,Gas,600.0,CAISO,0,,50.99078009815397
122,2006.0,withdrawn,2010.0,Wind,400.0,CAISO,230,,41.56142836608554
123,2006.0,withdrawn,2010.0,Solar,565.0,CAISO,0,,51.582168011663484
124,2006.0,operational,2013.0,Solar,132.0,CAISO,115,,87.16400747448613
125,2006.0,operational,2012.0,Wind,162.0,CAISO,230,,74.35060268177992
126,2006.0,withdrawn,2010.0,Wind,140.0,CAISO,230,,40.9043306844083
127,2006.0,withdrawn,2010.0,Gas,200.0,CAISO,0,,43.69699583153658
128,2006.0,withdrawn,2008.0,Wind,60.0,CAISO,230,,23.688371424464567
129,2006.0,withdrawn,2010.0,Gas,300.0,CAISO,230,,38.538779030370236
130,2006.0,operational,2018.0,Gas,211.0,CAISO,230,,145.087168114335
131,2006.0,active,2008.0,Wind+Battery,60.0,CAISO,230,,26.283907267089674
132,2006.0,withdrawn,2010.0,Gas,698.0,CAISO,500,,43.23702745436251
133,2006.0,withdrawn,2011.0,Geothermal,75.0,CAISO,230,,57.561756914926384
134,2006.0,withdrawn,2010.0,Gas,504.0,CAISO,500,,42.90847861352389
135,2006.0,withdrawn,2009.0,Solar,80.0,CAISO,220,,37.815971580525265
136,2006.0,withdrawn,2009.0,Solar,80.0,CAISO,0,,37.815971580525265
137,2006.0,withdrawn,2009.0,Solar,320.0,CAISO,0,,37.815971580525265
138,2006.0,withdrawn,2010.0,Gas,591.0,CAISO,500,,42.74420419310458
139,2006.0,active,2008.0,Solar+Battery,0.0,CAISO,230,,24.50974352656112
140,2006.0,active,2010.0,Solar+Battery,300.0,CAISO,230,,38.538779030370236
141,2006.0,withdrawn,2011.0,Geothermal,90.0,CAISO,230,,58.48169366927452
142,2006.0,withdrawn,2010.0,Wind,362.0,CAISO,230,,49.47945543029631
143,2006.0,withdrawn,2014.0,Gas,47.0,CAISO,69,,89.92381773753054
144,2006.0,withdrawn,2011.0,Gas,510.0,CAISO,230,,53.42204152035976
145,2006.0,withdrawn,2009.0,Wind,105.0,CAISO,115,,37.29029343518347
146,2006.0,withdrawn,2008.0,Wind,100.0,CAISO,230,,18.234460666543463
147,2006.0,withdrawn,2009.0,Solar,250.0,CAISO,230,,37.02745436251258
148,2006.0,withdrawn,2010.0,Gas,300.0,CAISO,115,,41.95568697509189
149,2006.0,withdrawn,2009.0,Wind,201.0,CAISO,230,,26.842440296515328
150,2006.0,withdrawn,2014.0,Wind,100.0,CAISO,66,,96.52764943838683
151,2006.0,withdrawn,2013.0,Wind,100.0,CAISO,66,,84.53561674777715
152,2006.0,withdrawn,2013.0,Wind,100.0,CAISO,220,,84.53561674777715
153,2006.0,withdrawn,2009.0,Solar,220.0,CAISO,0,,24.115484917554774
154,2007.0,withdrawn,2009.0,Gas,220.0,CAISO,0,,27.860941703115053
155,2007.0,operational,2013.0,Solar,126.0,CAISO,115,,83.81280929793219
156,2007.0,operational,2016.0,Solar,300.0,CAISO,115,,115.68204685927843
157,2007.0,withdrawn,2010.0,Wind,1000.0,CAISO,230,,44.61693258588472
158,2007.0,withdrawn,2011.0,Solar,400.0,CAISO,230,,53.42204152035976
159,2007.0,operational,2014.0,Solar,210.0,CAISO,230,,93.11074149366517
160,2007.0,withdrawn,2012.0,Gas,700.0,CAISO,500,,64.19844349986653
161,2007.0,withdrawn,2011.0,Wind,1000.0,CAISO,500,,58.90880716236473
162,2007.0,withdrawn,2011.0,Solar,212.0,CAISO,230,,58.90880716236473
163,2007.0,withdrawn,2011.0,Solar,150.0,CAISO,0,,58.90880716236473
164,2007.0,withdrawn,2011.0,Wind,500.0,CAISO,500,,58.6788229737777
165,2007.0,withdrawn,2011.0,Gas,508.0,CAISO,230,,50.92507032998624
166,2007.0,withdrawn,2011.0,Gas,50.0,CAISO,69,,50.43224706872831
167,2007.0,withdrawn,2008.0,Wind,30.0,CAISO,115,,21.48709419084581
168,2007.0,withdrawn,2008.0,Wind,650.0,CAISO,230,,19.28581695722705
169,2007.0,withdrawn,2008.0,Gas,50.0,CAISO,138,,14.226164808312285
170,2007.0,withdrawn,2011.0,Wind,100.0,CAISO,230,,58.05458017618432
171,2007.0,withdrawn,2011.0,Wind,100.0,CAISO,230,,58.05458017618432
172,2007.0,withdrawn,2010.0,Solar,300.0,CAISO,230,,46.029692601490794
173,2007.0,withdrawn,2011.0,Gas,564.0,CAISO,230,,49.972278691554244
174,2007.0,withdrawn,2010.0,Gas,400.0,CAISO,230,,35.97609807182899
175,2007.0,withdrawn,2010.0,Solar,500.0,CAISO,0,,45.898273065155344
176,2007.0,withdrawn,2009.0,Wind,300.0,CAISO,230,,31.934947329513953
177,2007.0,withdrawn,2010.0,Geothermal,32.0,CAISO,115,,33.93909525862954
178,2007.0,withdrawn,2011.0,Geothermal,150.0,CAISO,0,,52.86350849093411
179,2007.0,withdrawn,2009.0,Gas,211.0,CAISO,115,,33.84053060637795
180,2007.0,withdrawn,2011.0,Geothermal,50.0,CAISO,230,,45.635433992484444
181,2007.0,operational,2015.0,Wind,198.0,CAISO,230,,99.09033039692807
182,2007.0,operational,2019.0,Gas,106.0,CAISO,138,,146.3685085936056
183,2007.0,withdrawn,2011.0,Gas,330.0,CAISO,230,,47.04819400809051
184,2007.0,withdrawn,2010.0,Gas,315.0,CAISO,230,,34.95759666522927
185,2007.0,withdrawn,2010.0,Gas,315.0,CAISO,230,,34.95759666522927
186,2007.0,operational,2010.0,Solar+Battery,500.0,CAISO,500,,44.91262654263948
187,2007.0,operational,2014.0,Solar,190.0,CAISO,230,,90.7451898396271
188,2007.0,withdrawn,2013.0,Gas,725.0,CAISO,230,,68.89669192385881
189,2007.0,withdrawn,2011.0,Gas,210.0,CAISO,230,,50.59652148914762
190,2007.0,withdrawn,2011.0,Gas,315.0,CAISO,230,,55.524754101726934
191,2007.0,withdrawn,2010.0,Gas,400.0,CAISO,0,,34.39906363580361
192,2007.0,withdrawn,2009.0,Gas,50.0,CAISO,60,,32.427770590771885
193,2007.0,withdrawn,2010.0,Gas,200.0,CAISO,0,,37.38885808743506
194,2007.0,operational,2010.0,Gas,99.0,CAISO,0,,37.914536232776854
195,2007.0,withdrawn,2013.0,Wind,199.0,CAISO,230,,78.91743156943674
196,2007.0,withdrawn,2013.0,Wind,199.0,CAISO,115,,79.90307809195261
197,2007.0,withdrawn,2013.0,Wind,149.0,CAISO,115,,78.91743156943674
198,2007.0,withdrawn,2010.0,Solar,5.0,CAISO,220,,44.38694839729769
199,2007.0,withdrawn,2013.0,Solar,200.0,CAISO,230,,69.29095053286515
200,2007.0,withdrawn,2013.0,Gas,557.0,CAISO,0,,76.15762130639233
201,2007.0,withdrawn,2008.0,Solar,2.0,CAISO,69,,12.977679213125526
202,2007.0,withdrawn,2010.0,Wind,400.0,CAISO,500,,43.959834904207476
203,2007.0,withdrawn,2012.0,Solar,500.0,CAISO,230,,67.97675516951067
204,2007.0,withdrawn,2008.0,Wind,201.0,CAISO,230,,17.938766709788702
205,2007.0,withdrawn,2010.0,Wind,50.0,CAISO,60,,41.725702786504854
206,2007.0,withdrawn,2010.0,Wind,180.0,CAISO,220,,42.25138093184665
207,2007.0,withdrawn,2013.0,Wind,49.0,CAISO,115,,79.2131255261915
208,2007.0,withdrawn,2011.0,Wind,420.0,CAISO,230,,47.34388796484527
209,2007.0,withdrawn,2010.0,Gas,99.0,CAISO,0,,34.300498983552025
210,2007.0,withdrawn,2010.0,Gas,99.0,CAISO,69,,34.300498983552025
211,2007.0,withdrawn,2010.0,Gas,99.0,CAISO,230,,34.300498983552025
212,2007.0,withdrawn,2012.0,Solar,50.0,CAISO,500,,60.3215671779708
213,2007.0,withdrawn,2011.0,Solar,450.0,CAISO,230,,54.30912339062404
214,2007.0,withdrawn,2011.0,Solar,450.0,CAISO,230,,54.30912339062404
215,2007.0,operational,2012.0,Wind,78.0,CAISO,230,,56.2475615515719
216,2007.0,withdrawn,2010.0,Wind,170.0,CAISO,230,,43.10560791802706
217,2007.0,withdrawn,2010.0,Gas,99.0,CAISO,69,,35.05616131748085
218,2007.0,withdrawn,2012.0,Gas,640.0,CAISO,500,,59.927308568964456
219,2007.0,withdrawn,2012.0,Gas,620.0,CAISO,230,,57.824595987597284
220,2007.0,withdrawn,2010.0,Wind,175.0,CAISO,230,,42.57992977268527
221,2007.0,withdrawn,2011.0,Gas,630.0,CAISO,230,,47.37674284892913
222,2007.0,withdrawn,2013.0,Solar,1000.0,CAISO,0,,78.35889854001108
223,2007.0,withdrawn,2013.0,Solar,1000.0,CAISO,0,,78.35889854001108
224,2007.0,withdrawn,2009.0,Wind,50.0,CAISO,0,,29.24084683463726
225,2007.0,withdrawn,2010.0,Gas,99.0,CAISO,0,,34.629047824390646
226,2007.0,operational,2013.0,Solar,132.0,CAISO,115,,78.12891435142406
227,2007.0,withdrawn,2013.0,Solar,400.0,CAISO,230,,72.11647056407729
228,2007.0,withdrawn,2011.0,Gas,630.0,CAISO,230,,47.08104889217438
229,2007.0,withdrawn,2011.0,Gas,630.0,CAISO,230,,47.08104889217438
230,2007.0,withdrawn,2011.0,Gas,634.0,CAISO,220,,45.963982833323065
231,2007.0,withdrawn,2008.0,Solar,45.0,CAISO,115,,16.723135998685805
232,2007.0,operational,2014.0,Solar,250.0,CAISO,230,,79.14741575802378
233,2007.0,withdrawn,2014.0,Solar,400.0,CAISO,230,,83.61567999342903
234,2007.0,withdrawn,2015.0,Solar,400.0,CAISO,230,,95.60771268403869
235,2007.0,operational,2014.0,Solar,150.0,CAISO,230,,87.49255631532475
236,2007.0,withdrawn,2010.0,Solar,429.0,CAISO,230,,41.49571859791782
237,2007.0,withdrawn,2010.0,Wind,120.0,CAISO,115,,41.00289533665989
238,2007.0,withdrawn,2010.0,Wind,228.0,CAISO,230,,41.00289533665989
239,2007.0,withdrawn,2010.0,Wind,120.0,CAISO,115,,40.97004045257603
240,2007.0,withdrawn,2011.0,Gas,67.0,CAISO,230,,47.04819400809051
241,2007.0,withdrawn,2011.0,Gas,67.0,CAISO,230,,45.504014456148994
242,2007.0,withdrawn,2010.0,Wind,105.0,CAISO,115,,39.09731205979589
243,2007.0,withdrawn,2009.0,Wind,66.0,CAISO,115,,24.082630033470913
244,2007.0,withdrawn,2009.0,Solar,200.0,CAISO,161,,28.485184500708435
245,2007.0,operational,2010.0,Gas,26.0,CAISO,220,,30.095073820817674
246,2007.0,withdrawn,2011.0,Wind,40.0,CAISO,115,,52.60066941826321
247,2007.0,withdrawn,2012.0,Gas,600.0,CAISO,230,,57.36462761042321
248,2007.0,withdrawn,2013.0,Solar,250.0,CAISO,0,,76.19047619047619
249,2007.0,withdrawn,2009.0,Solar,30.0,CAISO,0,,19.745785334401116
250,2007.0,withdrawn,2011.0,Gas,575.0,CAISO,230,,44.68264235405245
251,2007.0,withdrawn,2012.0,Gas,651.0,CAISO,230,,52.66637918643093
252,2007.0,withdrawn,2012.0,Gas,345.0,CAISO,115,,52.66637918643093
253,2007.0,withdrawn,2012.0,Gas,260.0,CAISO,230,,52.66637918643093
254,2007.0,withdrawn,2010.0,Gas,104.0,CAISO,220,,36.107517608164436
255,2007.0,withdrawn,2012.0,Gas,391.0,CAISO,230,,54.17770385428859
256,2007.0,withdrawn,2011.0,Gas,634.0,CAISO,220,,42.67849442493686
257,2007.0,withdrawn,2010.0,Wind,300.0,CAISO,500,,38.50592414628637
258,2007.0,withdrawn,2009.0,Solar,25.0,CAISO,161,,25.528244933160845
259,2007.0,withdrawn,2012.0,Gas,325.0,CAISO,230,,51.450748475328034
260,2007.0,operational,2012.0,Gas,280.0,CAISO,230,,56.77323969691369
261,2007.0,operational,2012.0,Gas,145.0,CAISO,115,,55.22906014497217
262,2007.0,withdrawn,2012.0,Gas,371.0,CAISO,230,,53.487751288527484
263,2007.0,withdrawn,2011.0,Solar,700.0,CAISO,230,,48.98663216903838
264,2007.0,withdrawn,2012.0,Solar,400.0,CAISO,230,,61.0115197437319
265,2007.0,operational,2020.0,Solar,123.0,CAISO,70,,157.11205568902852
266,2007.0,withdrawn,2010.0,Gas,99.0,CAISO,115,,29.963654284482228
267,2007.0,operational,2008.0,Gas,54.0,CAISO,230,,9.626481036571592
268,2007.0,withdrawn,2012.0,Gas,630.0,CAISO,230,,57.824595987597284
269,2007.0,withdrawn,2012.0,Gas,650.0,CAISO,0,,50.20226288014128
270,2007.0,withdrawn,2010.0,Wind,75.0,CAISO,115,,36.008952955912854
271,2007.0,withdrawn,2012.0,Hydro,40.0,CAISO,60,,54.04628431795314
272,2007.0,withdrawn,2012.0,Hydro,40.0,CAISO,60,,54.04628431795314
273,2007.0,withdrawn,2010.0,Gas,500.0,CAISO,230,,36.92888971026099
274,2007.0,withdrawn,2008.0,Other,29.0,CAISO,115,,5.6181851783404175
275,2007.0,withdrawn,2010.0,Other,107.0,CAISO,230,,26.612456107928296
276,2007.0,withdrawn,2012.0,Gas,115.0,CAISO,115,,52.074991272921416
277,2007.0,withdrawn,2011.0,Wind,150.0,CAISO,230,,48.59237356003204
278,2007.0,withdrawn,2012.0,Solar,375.0,CAISO,500,,54.37483315879176
279,2007.0,withdrawn,2011.0,Solar,231.0,CAISO,230,,39.32729624838292
280,2007.0,withdrawn,2011.0,Solar,375.0,CAISO,230,,42.317090700014376
281,2007.0,withdrawn,2011.0,Solar,375.0,CAISO,115,,42.317090700014376
282,2007.0,withdrawn,2015.0,Solar,750.0,CAISO,230,,89.13530051951786
283,2007.0,withdrawn,2015.0,Solar,250.0,CAISO,230,,89.13530051951786
284,2007.0,withdrawn,2014.0,Solar,250.0,CAISO,230,,77.1432678289082
285,2008.0,withdrawn,2009.0,Other,5.2,CAISO,70,,16.920265303188977
286,2008.0,active,2012.0,Solar+Battery,0.0,CAISO,500,,52.50210476601162
287,2008.0,withdrawn,2011.0,Solar,300.0,CAISO,220,,47.44245261709686
288,2008.0,withdrawn,2009.0,Solar,33.0,CAISO,66,,22.43988582927781
289,2008.0,operational,2013.0,Solar,66.0,CAISO,66,,60.02587322121604
290,2008.0,withdrawn,2011.0,Solar,140.0,CAISO,220,,45.27403026756196
291,2008.0,withdrawn,2010.0,Gas,27.0,CAISO,115,,27.039569601018503
292,2008.0,withdrawn,2014.0,Gas,400.0,CAISO,230,,78.88457668535288
293,2008.0,withdrawn,2016.0,Solar,500.0,CAISO,220,,94.75348569785827
294,2008.0,withdrawn,2010.0,Solar,200.0,CAISO,220,,23.42553235179367
295,2008.0,withdrawn,2011.0,Wind,500.0,CAISO,500,,46.095402369658515
296,2008.0,operational,2013.0,Solar,50.0,CAISO,115,,60.28871229388694
297,2008.0,withdrawn,2012.0,Gas,611.0,CAISO,230,,52.66637918643093
298,2008.0,withdrawn,2012.0,Gas,200.0,CAISO,230,,49.676584734799484
299,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
300,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
301,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
302,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
303,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
304,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
305,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
306,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
307,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
308,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
309,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
310,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
311,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.66763177888663
312,2008.0,operational,2013.0,Gas,100.0,CAISO,230,,61.635762541325285
313,2008.0,withdrawn,2013.0,Wind,100.0,CAISO,230,,68.92954680794267
314,2008.0,withdrawn,2012.0,Gas,611.0,CAISO,230,,54.44054292695949
315,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,66,,13.141953633544837
316,2008.0,withdrawn,2009.0,Solar,250.0,CAISO,115,,13.141953633544837
317,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,115,,13.141953633544837
318,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,115,,13.141953633544837
319,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,115,,13.141953633544837
320,2008.0,withdrawn,2009.0,Solar,100.0,CAISO,115,,13.141953633544837
321,2008.0,withdrawn,2012.0,Solar,264.0,CAISO,230,,52.042136388837555
322,2008.0,withdrawn,2009.0,Solar,33.0,CAISO,66,,20.041479291155877
323,2008.0,withdrawn,2010.0,Solar,231.0,CAISO,0,,25.002566787819053
324,2008.0,withdrawn,2011.0,Solar,264.0,CAISO,0,,41.03575022074375
325,2008.0,withdrawn,2009.0,Solar,33.0,CAISO,115,,15.014682026324977
326,2008.0,operational,2012.0,Gas,196.0,CAISO,230,,50.85936056181852
327,2008.0,withdrawn,2012.0,Gas,99.0,CAISO,230,,49.906568923386516
328,2008.0,withdrawn,2010.0,Solar,75.0,CAISO,69,,32.78917431569437
329,2008.0,operational,2013.0,Solar,26.0,CAISO,69,,57.857450871681145
330,2008.0,withdrawn,2010.0,Gas,10.0,CAISO,70,,25.46253516499312
331,2008.0,withdrawn,2011.0,Gas,50.0,CAISO,0,,37.42171297151892
332,2008.0,operational,2013.0,Solar,20.0,CAISO,115,,58.51454855335839
333,2008.0,withdrawn,2012.0,Gas,525.0,CAISO,230,,46.259676790077826
334,2008.0,withdrawn,2011.0,Solar,40.0,CAISO,66,,36.173227376332164
335,2008.0,withdrawn,2011.0,Solar,40.0,CAISO,66,,36.173227376332164
